c15b44f6-3c09-444f-a0a9-bc67191159f8;SURT-001;DIST-001;GASOLINA_93;20.0;1000.0;20000.0;2025-11-05T19:14:41.237386800
abe2cdad-1a69-42fd-8181-ffaff2a8659d;SURT-001;DIST-001;GASOLINA_93;20.0;1000.0;20000.0;2025-11-05T19:17:12.852649100
706ce328-3114-47f9-9013-704333da4300;SURT-001;DIST-001;GASOLINA_93;20.0;1000.0;20000.0;2025-11-05T21:21:12.795470500
9744f660-7e63-4923-986a-387ef59bb41d;SURT-001;DIST-001;GASOLINA_93;5.0;1000.0;5000.0;2025-11-05T21:23:35.649177300
5325a51e-f532-4a34-8233-82699cc51010;SURT-001;DIST-001;GASOLINA_93;5.0;1000.0;5000.0;2025-11-05T21:27:10.199964800
4af047e4-e00c-48d9-86c0-e6b5a5e41583;SURT-001;DIST-001;GASOLINA_93;20.0;1000.0;20000.0;2025-11-05T21:31:34.998903
96c5cb39-835a-410e-98d1-441e1c70001d;SURT-001;DIST-001;GASOLINA_93;1.0;1000.0;1000.0;2025-11-05T21:31:58.487656600
3bf25d22-0922-40cc-93f8-7a4998c48f95;SURT-001;DIST-001;GASOLINA_95;5.0;1100.0;5500.0;2025-11-05T21:40:18.850628700
8f0603bf-a031-44ff-8e48-10b8b74a603d;SURT-001;DIST-001;GASOLINA_95;5.0;1100.0;5500.0;2025-11-05T21:42:06.705183200
785710f6-fe11-42ff-9bd2-9b2239ed6b74;SURT-001;DIST-001;GASOLINA_95;5.0;1100.0;5500.0;2025-11-05T21:42:36.157281800
ed4d4fa3-bc4e-4664-bce7-3d8eb7275a3b;SURT-001;DIST-001;GASOLINA_95;5.0;1100.0;5500.0;2025-11-05T21:43:39.690571
